"name","count","countries","cities","roles","samples","etoStatus","category"
"Svetlogorsk","6","Russia","Svetlogorsk","to","Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk || Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk || Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk","missing","city"
"Taipei","6","Taiwan","Taipei","to","Taipei Songshan Airport (TSA) -> Taipei || Taipei Songshan Airport (TSA) -> Taipei || Taipei Songshan Airport (TSA) -> Taipei","missing","city"
"Taoyuan City","6","Taiwan","Taoyuan City","to","Taipei Songshan Airport (TSA) -> Taoyuan City || Taipei Songshan Airport (TSA) -> Taoyuan City || Taipei Songshan Airport (TSA) -> Taoyuan City","missing","city"
"Ubud","6","Indonesia","Denpasar Ngurah Rai Airport (DPS)|Jimbaran|Kuta, Seminyak|Nusa dua|Ubud|Uluwatu","from|to","Ubud -> Denpasar Ngurah Rai Airport (DPS) || Ubud -> Jimbaran || Ubud -> Kuta, Seminyak","missing","city"
"Umm Al Quwain","6","United Arab Emirates","Umm Al Quwain","to","Abu Dhabi International Airport (AUH) -> Umm Al Quwain || Abu Dhabi International Airport (AUH) -> Umm Al Quwain || Abu Dhabi International Airport (AUH) -> Umm Al Quwain","missing","city"
"Volgograd","6","Russia","Volgograd","to","Volgograd International Airport (VOG) -> Volgograd || Volgograd International Airport (VOG) -> Volgograd || Volgograd International Airport (VOG) -> Volgograd","missing","city"
"Vologda","6","Russia","Vologda","to","Vologda Airport (VGD) -> Vologda || Vologda Airport (VGD) -> Vologda || Vologda Airport (VGD) -> Vologda","missing","city"
"Voronezh","6","Russia","Voronezh","to","Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh || Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh || Voronezh-Chertovitskoye Airport (VOZ) -> Voronezh","missing","city"
"Wadi Rum","6","Jordan","Wadi Rum","to","Amman Civil Airport (Marka) (ADJ) -> Wadi Rum || Amman Civil Airport (Marka) (ADJ) -> Wadi Rum || Amman Civil Airport (Marka) (ADJ) -> Wadi Rum","missing","city"
"Yaroslavl","6","Russia","Yaroslavl","to","Yaroslavl Tunoshna Airport (IAR) -> Yaroslavl || Yaroslavl Tunoshna Airport (IAR) -> Yaroslavl || Yaroslavl Tunoshna Airport (IAR) -> Yaroslavl","missing","city"
"Zarqa area","6","Jordan","Zarqa area","to","Amman Civil Airport (Marka) (ADJ) -> Zarqa area || Amman Civil Airport (Marka) (ADJ) -> Zarqa area || Amman Civil Airport (Marka) (ADJ) -> Zarqa area","missing","city"
"Zelenogradsk","6","Russia","Zelenogradsk","to","Kaliningrad Khrabrovo Airport (KGD) -> Zelenogradsk || Kaliningrad Khrabrovo Airport (KGD) -> Zelenogradsk || Kaliningrad Khrabrovo Airport (KGD) -> Zelenogradsk","missing","city"
"Adelboden","5","Switzerland","Adelboden","to","Zurich Airport (ZRH) -> Adelboden || Zurich Airport (ZRH) -> Adelboden || Zurich Airport (ZRH) -> Adelboden","missing","city"
"Alanya","5","Turkey","Alanya","to","Antalya Airport (AYT) -> Alanya || Antalya Airport (AYT) -> Alanya || Antalya Airport (AYT) -> Alanya","missing","city"
"Alicante","5","Spain","Alicante","to","Alicante Elche Airport (ALC) -> Alicante || Alicante Elche Airport (ALC) -> Alicante || Alicante Elche Airport (ALC) -> Alicante","missing","city"
"Andermatt","5","Switzerland","Andermatt","to","Zurich Airport (ZRH) -> Andermatt || Zurich Airport (ZRH) -> Andermatt || Zurich Airport (ZRH) -> Andermatt","missing","city"
"Arosa","5","Switzerland","Arosa","to","Zurich Airport (ZRH) -> Arosa || Zurich Airport (ZRH) -> Arosa || Zurich Airport (ZRH) -> Arosa","missing","city"
"Ascona","5","Switzerland","Ascona","to","Zurich Airport (ZRH) -> Ascona || Zurich Airport (ZRH) -> Ascona || Zurich Airport (ZRH) -> Ascona","missing","city"
"Avsallar","5","Turkey","Avsallar","to","Antalya Airport (AYT) -> Avsallar || Antalya Airport (AYT) -> Avsallar || Antalya Airport (AYT) -> Avsallar","missing","city"
"Basel","5","France","Basel","to","EuroAirport Basel Mulhouse Freiburg (MLH, BSL, EA -> Basel || EuroAirport Basel Mulhouse Freiburg (MLH, BSL, EA -> Basel || EuroAirport Basel Mulhouse Freiburg (MLH, BSL, EA -> Basel","missing","city"
"Calella","5","Spain","Calella","to","Barcelona El Prat Airport (BCN) -> Calella || Barcelona El Prat Airport (BCN) -> Calella || Barcelona El Prat Airport (BCN) -> Calella","missing","city"
"Chaweng, Samui, Thailand","5","Thailand","Chaweng, Samui, Thailand","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Chaweng, Samui, Thailand || Samui International Airport (USM) -> Chaweng, Samui, Thailand || Samui International Airport (USM) -> Chaweng, Samui, Thailand","missing","city"
"Chelyabinsk","5","Russia","Chelyabinsk","to","Chelyabinsk Airport (CEK) -> Chelyabinsk || Chelyabinsk Airport (CEK) -> Chelyabinsk || Chelyabinsk Airport (CEK) -> Chelyabinsk","missing","city"
"Chiang Mai","5","Thailand","Chiang Mai","to","Chiang Mai International Airport (CNX) -> Chiang Mai || Chiang Mai International Airport (CNX) -> Chiang Mai || Chiang Mai International Airport (CNX) -> Chiang Mai","missing","city"
"Colakli / Çolaklı","5","Turkey","Colakli / Çolaklı","to","Antalya Airport (AYT) -> Colakli / Çolaklı || Antalya Airport (AYT) -> Colakli / Çolaklı || Antalya Airport (AYT) -> Colakli / Çolaklı","missing","city"
"Düsseldorf","5","Germany","Düsseldorf","to","Düsseldorf Airport (DUS) -> Düsseldorf || Düsseldorf Airport (DUS) -> Düsseldorf || Düsseldorf Airport (DUS) -> Düsseldorf","missing","city"
"Evrenseki","5","Turkey","Evrenseki","to","Antalya Airport (AYT) -> Evrenseki || Antalya Airport (AYT) -> Evrenseki || Antalya Airport (AYT) -> Evrenseki","missing","city"
"Gundogdu / Gündoğdu","5","Turkey","Gundogdu / Gündoğdu","to","Antalya Airport (AYT) -> Gundogdu / Gündoğdu || Antalya Airport (AYT) -> Gundogdu / Gündoğdu || Antalya Airport (AYT) -> Gundogdu / Gündoğdu","missing","city"
"Hua Thanon, Samui","5","Thailand","Hua Thanon, Samui","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Hua Thanon, Samui || Koh Samui - Mae Nam Port (Surat Thani ) -> Hua Thanon, Samui || Samui International Airport (USM) -> Hua Thanon, Samui","missing","city"
"Ibiza","5","Spain","Ibiza","to","Ibiza Airport (IBZ) -> Ibiza || Ibiza Airport (IBZ) -> Ibiza || Ibiza Airport (IBZ) -> Ibiza","missing","city"
"Irkutsk","5","Russia","Irkutsk","to","International Airport Irkutsk (IKT) -> Irkutsk || International Airport Irkutsk (IKT) -> Irkutsk || International Airport Irkutsk (IKT) -> Irkutsk","missing","city"
"Islamabad","5","Pakistan","Islamabad","to","Islamabad International Airport (ISB) -> Islamabad || Islamabad International Airport (ISB) -> Islamabad || Islamabad International Airport (ISB) -> Islamabad","missing","city"
"Ivanovo","5","Russia","Ivanovo","to","Ivanovo Yuzhny Airport (IWA) -> Ivanovo || Ivanovo Yuzhny Airport (IWA) -> Ivanovo || Ivanovo Yuzhny Airport (IWA) -> Ivanovo","missing","city"
"Kadriye","5","Turkey","Kadriye","to","Antalya Airport (AYT) -> Kadriye || Antalya Airport (AYT) -> Kadriye || Antalya Airport (AYT) -> Kadriye","missing","city"
"Kaunas","5","Lithuania","Kaunas","to","Kaunas Airport (KUN) -> Kaunas || Kaunas Airport (KUN) -> Kaunas || Kaunas Airport (KUN) -> Kaunas","missing","city"
"Kemerovo","5","Russia","Kemerovo","to","Kemerovo International Airport (KEJ) -> Kemerovo || Kemerovo International Airport (KEJ) -> Kemerovo || Kemerovo International Airport (KEJ) -> Kemerovo","missing","city"
"Kizilagac / Kızılağaç","5","Turkey","Kizilagac / Kızılağaç","to","Antalya Airport (AYT) -> Kizilagac / Kızılağaç || Antalya Airport (AYT) -> Kizilagac / Kızılağaç || Antalya Airport (AYT) -> Kizilagac / Kızılağaç","missing","city"
"Konakli","5","Turkey","Konakli","to","Antalya Airport (AYT) -> Konakli || Antalya Airport (AYT) -> Konakli || Antalya Airport (AYT) -> Konakli","missing","city"
"Krasnodar","5","Russia","Krasnodar","to","Krasnodar International Airport (KRR) -> Krasnodar || Krasnodar International Airport (KRR) -> Krasnodar || Krasnodar International Airport (KRR) -> Krasnodar","missing","city"
"Kumkoy / Kumköy","5","Turkey","Kumkoy / Kumköy","to","Antalya Airport (AYT) -> Kumkoy / Kumköy || Antalya Airport (AYT) -> Kumkoy / Kumköy || Antalya Airport (AYT) -> Kumkoy / Kumköy","missing","city"
"Kusadası","5","Turkey","Kusadası","to","Izmir Adnan Menderes Airport (ADB) -> Kusadası || Izmir Adnan Menderes Airport (ADB) -> Kusadası || Izmir Adnan Menderes Airport (ADB) -> Kusadası","missing","city"
"Lamai Thailand","5","Thailand","Lamai Thailand","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Lamai Thailand || Samui International Airport (USM) -> Lamai Thailand || Samui International Airport (USM) -> Lamai Thailand","missing","city"
"Lyon","5","France","Lyon","to","Lyon St-Exupéry Airport (LYS) -> Lyon || Lyon St-Exupéry Airport (LYS) -> Lyon || Lyon St-Exupéry Airport (LYS) -> Lyon","missing","city"
"Madrid","5","Spain","Madrid","to","Adolfo Suárez Madrid–Barajas Airport (MAD) -> Madrid || Adolfo Suárez Madrid–Barajas Airport (MAD) -> Madrid || Adolfo Suárez Madrid–Barajas Airport (MAD) -> Madrid","missing","city"
"Mahmutlar","5","Turkey","Mahmutlar","to","Antalya Airport (AYT) -> Mahmutlar || Antalya Airport (AYT) -> Mahmutlar || Antalya Airport (AYT) -> Mahmutlar","missing","city"
"Malmö / Malmo","5","Denmark|Sweden","Malmö / Malmo","to","Copenhagen Kastrup Airport (CPH) -> Malmö / Malmo || Copenhagen Kastrup Airport (CPH) -> Malmö / Malmo || Copenhagen Kastrup Airport (CPH) -> Malmö / Malmo","missing","city"
"Manavgat city","5","Turkey","Manavgat city","to","Antalya Airport (AYT) -> Manavgat city || Antalya Airport (AYT) -> Manavgat city || Antalya Airport (AYT) -> Manavgat city","missing","city"
"Marseille","5","France","Marseille","to","Marseille Provence Airport (MRS) -> Marseille || Marseille Provence Airport (MRS) -> Marseille || Marseille Provence Airport (MRS) -> Marseille","missing","city"
"Mineral'nie Vody","5","Russia","Mineral'nie Vody","to","Mineralnye Vody airport (MRV) -> Mineral'nie Vody || Mineralnye Vody airport (MRV) -> Mineral'nie Vody || Mineralnye Vody airport (MRV) -> Mineral'nie Vody","missing","city"
"Murmansk","5","Russia","Murmansk","to","Murmansk Airport (MMK) -> Murmansk || Murmansk Airport (MMK) -> Murmansk || Murmansk Airport (MMK) -> Murmansk","missing","city"
"Nizhny Novgorod","5","Russia","Nizhny Novgorod","to","Nizhny Novgorod International Airport (GOJ) -> Nizhny Novgorod || Nizhny Novgorod International Airport (GOJ) -> Nizhny Novgorod || Nizhny Novgorod International Airport (GOJ) -> Nizhny Novgorod","missing","city"
"Nur-Sultan (Astana)","5","Kazakhstan","Nur-Sultan (Astana)","to","Nur-Sultan Nursultan Nazarbayev Airport (NQZ) -> Nur-Sultan (Astana) || Nur-Sultan Nursultan Nazarbayev Airport (NQZ) -> Nur-Sultan (Astana) || Nur-Sultan Nursultan Nazarbayev Airport (NQZ) -> Nur-Sultan (Astana)","missing","city"
"Oslo","5","Norway","Oslo","to","Oslo Gardermoen Airport (OSL) -> Oslo || Oslo Gardermoen Airport (OSL) -> Oslo || Oslo Gardermoen Airport (OSL) -> Oslo","missing","city"
"Pyatigorsk","5","Russia","Pyatigorsk","to","Mineralnye Vody airport (MRV) -> Pyatigorsk || Mineralnye Vody airport (MRV) -> Pyatigorsk || Mineralnye Vody airport (MRV) -> Pyatigorsk","missing","city"
"Railay, Krabi","5","Thailand","Railay, Krabi","to","Krabi International Airport (KBV) -> Railay, Krabi || Krabi International Airport (KBV) -> Railay, Krabi || Phuket International Airport (HKT) -> Railay, Krabi","missing","city"
"Sevastopol'","5","Russia","Sevastopol'","to","Simferopol' Airport (SIP) -> Sevastopol' || Simferopol' Airport (SIP) -> Sevastopol' || Simferopol' Airport (SIP) -> Sevastopol'","missing","city"
"Seville","5","Spain","Seville","to","Seville Airport (SVQ) -> Seville || Seville Airport (SVQ) -> Seville || Seville Airport (SVQ) -> Seville","missing","city"
"Taling Ngam Thailand","5","Thailand","Taling Ngam Thailand","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Taling Ngam Thailand || Samui International Airport (USM) -> Taling Ngam Thailand || Samui International Airport (USM) -> Taling Ngam Thailand","missing","city"
"Tolyatti","5","Russia","Tolyatti","to","Samara Kurumoch International Airport (KUF) -> Tolyatti || Samara Kurumoch International Airport (KUF) -> Tolyatti || Samara Kurumoch International Airport (KUF) -> Tolyatti","missing","city"
"Turkler / Türkler","5","Turkey","Turkler / Türkler","to","Antalya Airport (AYT) -> Turkler / Türkler || Antalya Airport (AYT) -> Turkler / Türkler || Antalya Airport (AYT) -> Turkler / Türkler","missing","city"
"Tyumen","5","Russia","Tyumen","to","Tyumen Roshchino International Airport (TJM) -> Tyumen || Tyumen Roshchino International Airport (TJM) -> Tyumen || Tyumen Roshchino International Airport (TJM) -> Tyumen","missing","city"
"Valencia","5","Spain","Valencia","to","Valencia Airport (VLC) -> Valencia || Valencia Airport (VLC) -> Valencia || Valencia Airport (VLC) -> Valencia","missing","city"
"Yantarny","5","Russia","Yantarny","to","Kaliningrad Khrabrovo Airport (KGD) -> Yantarny || Kaliningrad Khrabrovo Airport (KGD) -> Yantarny || Kaliningrad Khrabrovo Airport (KGD) -> Yantarny","missing","city"
"Adrasan","4","Turkey","Adrasan","to","Antalya Airport (AYT) -> Adrasan || Antalya Airport (AYT) -> Adrasan || Antalya Airport (AYT) -> Adrasan","missing","city"
"Aleenta Phuket Phang Nga + NaTai","4","Thailand","Aleenta Phuket Phang Nga + NaTai","to","Phuket International Airport (HKT) -> Aleenta Phuket Phang Nga + NaTai || Phuket International Airport (HKT) -> Aleenta Phuket Phang Nga + NaTai || Phuket International Airport (HKT) -> Aleenta Phuket Phang Nga + NaTai","missing","hotel_resort"
"Amsterdam","4","Netherlands","Amsterdam","to","Amsterdam Airport Schiphol (AMS) -> Amsterdam || Amsterdam Airport Schiphol (AMS) -> Amsterdam || Amsterdam Airport Schiphol (AMS) -> Amsterdam","missing","city"
"Ayutthaya Provice","4","Thailand","Ayutthaya Provice","to","Bangkok Suvarnabhumi Airport (BKK) -> Ayutthaya Provice || Bangkok Suvarnabhumi Airport (BKK) -> Ayutthaya Provice || Bangkok Suvarnabhumi Airport (BKK) -> Ayutthaya Provice","missing","city"
"Barcelona","4","Spain","Barcelona","to","Barcelona El Prat Airport (BCN) -> Barcelona || Barcelona El Prat Airport (BCN) -> Barcelona || Barcelona El Prat Airport (BCN) -> Barcelona","missing","city"
"Beldibi town, Kemer","4","Turkey","Beldibi town, Kemer","to","Antalya Airport (AYT) -> Beldibi town, Kemer || Antalya Airport (AYT) -> Beldibi town, Kemer || Antalya Airport (AYT) -> Beldibi town, Kemer","missing","city"
"Belek","4","Turkey","Belek","to","Antalya Airport (AYT) -> Belek || Antalya Airport (AYT) -> Belek || Antalya Airport (AYT) -> Belek","missing","city"
"Bilbao","4","Spain","Bilbao","to","Bilbao Airport (BIO) -> Bilbao || Bilbao Airport (BIO) -> Bilbao || Bilbao Airport (BIO) -> Bilbao","missing","city"
"Bodrum","4","Russia","Bodrum","to","Milas–Bodrum International Airport (BJV) -> Bodrum || Milas–Bodrum International Airport (BJV) -> Bodrum || Milas–Bodrum International Airport (BJV) -> Bodrum","missing","city"
"Brighton","4","United Kingdom","Brighton","to","London Heathrow Airport (LHR) -> Brighton || London Heathrow Airport (LHR) -> Brighton || London Heathrow Airport (LHR) -> Brighton","missing","city"
"Camyuva / Çamyuva","4","Turkey","Camyuva / Çamyuva","to","Antalya Airport (AYT) -> Camyuva / Çamyuva || Antalya Airport (AYT) -> Camyuva / Çamyuva || Antalya Airport (AYT) -> Camyuva / Çamyuva","missing","city"
"Cerkezkoy transfer","4","Turkey","Istanbul","to","Istanbul Airport (IST) -> Cerkezkoy transfer || Istanbul Airport (IST) -> Cerkezkoy transfer || Istanbul Sabiha Gokcen Airport (SAW) -> Cerkezkoy transfer","missing","city"
"Charleston","4","United States of America","Charleston","to","Charleston International Airport (CHS) -> Charleston || Charleston International Airport (CHS) -> Charleston || Charleston International Airport (CHS) -> Charleston","missing","city"
"Cirali / Çıralı (Kemer, Antlaya)","4","Turkey","Cirali / Çıralı (Kemer, Antlaya)","to","Antalya Airport (AYT) -> Cirali / Çıralı (Kemer, Antlaya) || Antalya Airport (AYT) -> Cirali / Çıralı (Kemer, Antlaya) || Antalya Airport (AYT) -> Cirali / Çıralı (Kemer, Antlaya)","missing","city"
"Denizyaka","4","Turkey","Denizyaka","to","Antalya Airport (AYT) -> Denizyaka || Antalya Airport (AYT) -> Denizyaka || Antalya Airport (AYT) -> Denizyaka","missing","city"
"Elabuga","4","Russia","Elabuga","to","Elabuga Begishevo Airport (NBC) -> Elabuga || Elabuga Begishevo Airport (NBC) -> Elabuga || Elabuga Begishevo Airport (NBC) -> Elabuga","missing","city"
"Fethiye","4","Turkey","Fethiye","to","Antalya Airport (AYT) -> Fethiye || Antalya Airport (AYT) -> Fethiye || Antalya Airport (AYT) -> Fethiye","missing","city"
"Goynuk / Göynük","4","Turkey","Goynuk / Göynük","to","Antalya Airport (AYT) -> Goynuk / Göynük || Antalya Airport (AYT) -> Goynuk / Göynük || Antalya Airport (AYT) -> Goynuk / Göynük","missing","city"
"Hamburg","4","Germany","Hamburg","to","Hamburg Airport (HAM) -> Hamburg || Hamburg Airport (HAM) -> Hamburg || Hamburg Airport (HAM) -> Hamburg","missing","city"
"Izhevsk","4","Russia","Izhevsk","to","Izhevsk Airport (IJK) -> Izhevsk || Izhevsk Airport (IJK) -> Izhevsk || Izhevsk Airport (IJK) -> Izhevsk","missing","city"
"Kaliningrad","4","Russia","Kaliningrad","to","Kaliningrad Khrabrovo Airport (KGD) -> Kaliningrad || Kaliningrad Khrabrovo Airport (KGD) -> Kaliningrad || Kaliningrad Khrabrovo Airport (KGD) -> Kaliningrad","missing","city"
"Kalkan","4","Turkey","Kalkan","to","Antalya Airport (AYT) -> Kalkan || Antalya Airport (AYT) -> Kalkan || Antalya Airport (AYT) -> Kalkan","missing","city"
"Kargıcak","4","Turkey","Kargıcak","to","Antalya Airport (AYT) -> Kargıcak || Antalya Airport (AYT) -> Kargıcak || Antalya Airport (AYT) -> Kargıcak","missing","city"
"Kas / Kaş","4","Turkey","Kas / Kaş","to","Antalya Airport (AYT) -> Kas / Kaş || Antalya Airport (AYT) -> Kas / Kaş || Antalya Airport (AYT) -> Kas / Kaş","missing","city"
"Kazan","4","Russia","Kazan","to","Kazan International Airport (KZN) -> Kazan || Kazan International Airport (KZN) -> Kazan || Samara Kurumoch International Airport (KUF) -> Kazan","missing","city"
"Kemer, Antalia","4","Turkey","Kemer, Antalia","to","Antalya Airport (AYT) -> Kemer, Antalia || Antalya Airport (AYT) -> Kemer, Antalia || Antalya Airport (AYT) -> Kemer, Antalia","missing","city"
"Khabarovsk","4","Russia","Khabarovsk","to","Khabarovsk Novy Airport (KHV) -> Khabarovsk || Khabarovsk Novy Airport (KHV) -> Khabarovsk || Khabarovsk Novy Airport (KHV) -> Khabarovsk","missing","city"
"Kiris / Kiriş","4","Turkey","Kiris / Kiriş","to","Antalya Airport (AYT) -> Kiris / Kiriş || Antalya Airport (AYT) -> Kiris / Kiriş || Antalya Airport (AYT) -> Kiris / Kiriş","missing","city"
"Kirov","4","Russia","Kirov","to","Kirov Pobedilovo Airport (KVX) -> Kirov || Kirov Pobedilovo Airport (KVX) -> Kirov || Kirov Pobedilovo Airport (KVX) -> Kirov","missing","city"
"Klong Muang Thailand","4","Thailand","Klong Muang Thailand","to","Krabi International Airport (KBV) -> Klong Muang Thailand || Krabi International Airport (KBV) -> Klong Muang Thailand || Phuket International Airport (HKT) -> Klong Muang Thailand","missing","city"
"Kokkorevo","4","Russia","Kokkorevo","to","Saint-Petersburg Pulkovo Airport (LED) -> Kokkorevo || Saint-Petersburg Pulkovo Airport (LED) -> Kokkorevo || Saint-Petersburg Pulkovo Airport (LED) -> Kokkorevo","missing","city"
"Krabi town","4","Thailand","Krabi town","to","Krabi International Airport (KBV) -> Krabi town || Krabi International Airport (KBV) -> Krabi town || Phuket International Airport (HKT) -> Krabi town","missing","city"
"Las Palmas de Gran Canaria","4","Spain","Las Palmas de Gran Canaria","to","Gran Canaria Airport (LPA) -> Las Palmas de Gran Canaria || Gran Canaria Airport (LPA) -> Las Palmas de Gran Canaria || Gran Canaria Airport (LPA) -> Las Palmas de Gran Canaria","missing","city"
"Lyka World Links Golf, Antalya","4","Turkey","Lyka World Links Golf, Antalya","to","Antalya Airport (AYT) -> Lyka World Links Golf, Antalya || Antalya Airport (AYT) -> Lyka World Links Golf, Antalya || Antalya Airport (AYT) -> Lyka World Links Golf, Antalya","missing","city"
"Minsk","4","Belarus","Minsk","to","Minsk Airport (MSQ) -> Minsk || Minsk Airport (MSQ) -> Minsk || Minsk Airport (MSQ) -> Minsk","missing","city"
"Mueang, Phang Nga","4","Thailand","Mueang, Phang Nga","to","Krabi International Airport (KBV) -> Mueang, Phang Nga || Krabi International Airport (KBV) -> Mueang, Phang Nga || Phuket International Airport (HKT) -> Mueang, Phang Nga","missing","city"
"Nice","4","France","Nice","to","Nice Côte d'Azur Airport (NCE) -> Nice || Nice Côte d'Azur Airport (NCE) -> Nice || Nice Côte d'Azur Airport (NCE) -> Nice","missing","city"
"Okurcalar","4","Turkey","Okurcalar","to","Antalya Airport (AYT) -> Okurcalar || Antalya Airport (AYT) -> Okurcalar || Antalya Airport (AYT) -> Okurcalar","missing","city"
"Penza","4","Russia","Penza","to","Penza Airport (PEZ) -> Penza || Penza Airport (PEZ) -> Penza || Penza Airport (PEZ) -> Penza","missing","city"
"Perm","4","Russia","Perm","to","Perm International Airport (PEE) -> Perm || Perm International Airport (PEE) -> Perm || Perm International Airport (PEE) -> Perm","missing","city"
"Porto","4","Portugal","Porto","to","Porto Francisco Sá Carneiro Airport Airport (OPO) -> Porto || Porto Francisco Sá Carneiro Airport Airport (OPO) -> Porto || Porto Francisco Sá Carneiro Airport Airport (OPO) -> Porto","missing","city"
"Portsmouth","4","United Kingdom","Portsmouth","to","London Heathrow Airport (LHR) -> Portsmouth || London Heathrow Airport (LHR) -> Portsmouth || London Heathrow Airport (LHR) -> Portsmouth","missing","city"
"PranBuri, PrachuapKhiriKhan","4","Thailand","PranBuri, PrachuapKhiriKhan","to","Bangkok Suvarnabhumi Airport (BKK) -> PranBuri, PrachuapKhiriKhan || Bangkok Suvarnabhumi Airport (BKK) -> PranBuri, PrachuapKhiriKhan || Bangkok Suvarnabhumi Airport (BKK) -> PranBuri, PrachuapKhiriKhan","missing","city"
"Pskov","4","Russia","Pskov","to","Pskov Airport (PKV) -> Pskov || Pskov Airport (PKV) -> Pskov || Pskov Airport (PKV) -> Pskov","missing","city"
"Ratchaburi","4","Thailand","Ratchaburi","to","Bangkok Suvarnabhumi Airport (BKK) -> Ratchaburi || Bangkok Suvarnabhumi Airport (BKK) -> Ratchaburi || Bangkok Suvarnabhumi Airport (BKK) -> Ratchaburi","missing","city"
"Rayong City","4","Thailand","Rayong City","to","Bangkok Suvarnabhumi Airport (BKK) -> Rayong City || Bangkok Suvarnabhumi Airport (BKK) -> Rayong City || Bangkok Suvarnabhumi Airport (BKK) -> Rayong City","missing","city"
"Reading","4","United Kingdom","Reading","to","London Heathrow Airport (LHR) -> Reading || London Heathrow Airport (LHR) -> Reading || London Heathrow Airport (LHR) -> Reading","missing","city"
"Rostov-on-Don","4","Russia","Rostov-on-Don","to","Rostov-on-Don Platov Airport (ROV) -> Rostov-on-Don || Rostov-on-Don Platov Airport (ROV) -> Rostov-on-Don || Rostov-on-Don Platov Airport (ROV) -> Rostov-on-Don","missing","city"
